legacy_dept_nm,role_id,role_nm
EM팀,PR_S,4.구매관리_구매요청조회권한
EM팀,PROD_S,5.생산관리_제조오더조회권한
EM팀,S_DN_REQ_S,3.영업관리_출하요청조회권한
EM팀,SHAR_S,0.공통_공유권한
EM팀,STOC_PR_S,6.자재물류_자재출고이동요청조회권한
EM팀,STOC_RO_S,6.자재물류_자재물류조회권한
EM팀,STOC_S,6.자재물류_재고관리조회권한
EPC본부,BP_S,1.재무회계_거래처조회권한
EPC본부,E_BOM_I,9.표준설계_EBOM등록권한
EPC본부,E_BOM_S,9.표준설계_EBOM조회권한
EPC본부,ITEM_I,9.표준설계_품목정보등록권한
EPC본부,M_BOM_I,5.생산관리_MBOM등록권한
EPC본부,M_BOM_S,5.생산관리_MBOM조회권한
EPC본부,MATE_S,4.구매관리_구매일반조회권한
EPC본부,MRP_I,5.생산관리_MRP 실행권한
EPC본부,MRP_S,5.생산관리_MRP 조회권한
EPC본부,PMS_I,7.사업관리_프로젝트등록권한
EPC본부,PR_I,4.구매관리_구매요청등록권한
EPC본부,PR_S,4.구매관리_구매요청조회권한
EPC본부,PRNT_S,5.생산관리_생산실적조회권한
EPC본부,PROD_IN_I,5.생산관리_생산기준등록권한
EPC본부,PROD_IN_S,5.생산관리_생산기준조회권한
EPC본부,PROD_S,5.생산관리_제조오더조회권한
EPC본부,S_DN_REQ_S,3.영업관리_출하요청조회권한
EPC본부,SHAR_S,0.공통_공유권한
EPC본부,STOC_PR_S,6.자재물류_자재출고이동요청조회권한
EPC본부,STOC_RO_S,6.자재물류_자재물류조회권한
EPC본부,STOC_S,6.자재물류_재고관리조회권한
IT팀,ACCT_J_S,1.재무회계_재무회계조회권한
IT팀,BIZAUTH,-. 시스템 전체권한
IT팀,BP_S,1.재무회계_거래처조회권한
IT팀,E_BOM_I,9.표준설계_EBOM등록권한
IT팀,ITEM_I,9.표준설계_품목정보등록권한
IT팀,M_BOM_I,5.생산관리_MBOM등록권한
IT팀,MATE_IN_I,4.구매관리_기준정보등록권한
IT팀,MRP_I,5.생산관리_MRP 실행권한
IT팀,PMS_I,7.사업관리_프로젝트등록권한
IT팀,PR_S,4.구매관리_구매요청조회권한
IT팀,PROD_I,5.생산관리_제조오더생성권한
IT팀,PROD_IN_I,5.생산관리_생산기준등록권한
IT팀,PROD_S,5.생산관리_제조오더조회권한
IT팀,S_DN_I,6.자재물류_출하등록권한
IT팀,SALE_S,3.영업관리_영업관리조회권한
IT팀,SHAR_Q,0.공통_설정권한
IT팀,SHAR_S,0.공통_공유권한
IT팀,STOC_PR_S,6.자재물류_자재출고이동요청조회권한
IT팀,STOC_RO_S,6.자재물류_자재물류조회권한
IT팀,STOC_S,6.자재물류_재고관리조회권한
PM팀,BP_S,1.재무회계_거래처조회권한
PM팀,E_BOM_S,9.표준설계_EBOM조회권한
PM팀,ITEM_I,9.표준설계_품목정보등록권한
PM팀,ITEM_S,9.표준설계_품목코드조회권한
PM팀,M_BOM_S,5.생산관리_MBOM조회권한
PM팀,MATE_S,4.구매관리_구매일반조회권한
PM팀,MRP_S,5.생산관리_MRP 조회권한
PM팀,PMS_I,7.사업관리_프로젝트등록권한
PM팀,PMS_S,7.사업관리_프로젝트조회권한
PM팀,PR_I,4.구매관리_구매요청등록권한
PM팀,PR_S,4.구매관리_구매요청조회권한
PM팀,PRNT_S,5.생산관리_생산실적조회권한
PM팀,PROD_S,5.생산관리_제조오더조회권한
PM팀,S_DN_REQ_I,3.영업관리_출하요청등록권한
PM팀,S_DN_REQ_S,3.영업관리_출하요청조회권한
PM팀,S_DN_S,6.자재물류_출하조회권한
PM팀,SHAR_S,0.공통_공유권한
PM팀,STOC_PR_I,6.자재물류_자재출고이동요청권한
PM팀,STOC_PR_S,6.자재물류_자재출고이동요청조회권한
PM팀,STOC_RO_S,6.자재물류_자재물류조회권한
PM팀,STOC_S,6.자재물류_재고관리조회권한
R&D팀,BP_S,1.재무회계_거래처조회권한
R&D팀,E_BOM_I,9.표준설계_EBOM등록권한
R&D팀,E_BOM_S,9.표준설계_EBOM조회권한
R&D팀,ITEM_I,9.표준설계_품목정보등록권한
R&D팀,ITEM_S,9.표준설계_품목코드조회권한
R&D팀,M_BOM_I,5.생산관리_MBOM등록권한
R&D팀,M_BOM_S,5.생산관리_MBOM조회권한
R&D팀,MATE_S,4.구매관리_구매일반조회권한
R&D팀,MRP_S,5.생산관리_MRP 조회권한
R&D팀,PR_I,4.구매관리_구매요청등록권한
R&D팀,PR_S,4.구매관리_구매요청조회권한
R&D팀,PROD_S,5.생산관리_제조오더조회권한
R&D팀,S_DN_REQ_S,3.영업관리_출하요청조회권한
R&D팀,SHAR_S,0.공통_공유권한
R&D팀,STOC_PR_S,6.자재물류_자재출고이동요청조회권한
R&D팀,STOC_RO_S,6.자재물류_자재물류조회권한
R&D팀,STOC_S,6.자재물류_재고관리조회권한
